SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,IsMale,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No
False,False,False,0.09859154929577464,True,True,False,False,False,False,False,True,False,0.6592039800995025,0.07429609969997693,True,True,True,False,False,True,False,False,False,False,True,False
False,True,True,0.4507042253521127,True,False,True,False,True,False,True,True,False,0.5621890547263682,0.2809254558042926,False,True,False,True,False,False,True,False,False,True,False,False
False,False,False,0.16901408450704225,True,False,False,True,True,False,False,False,True,0.6069651741293532,0.1261077775213478,True,False,True,False,False,False,False,True,False,False,True,False
False,True,False,0.0,False,False,False,False,False,False,False,False,True,0.06517412935323384,0.0006923609508423724,True,False,True,False,False,False,False,True,False,True,False,False
False,False,False,0.2676056338028169,True,False,False,True,False,False,False,False,True,0.33383084577114425,0.11597622894068775,False,True,True,False,False,False,False,False,True,True,False,False
False,False,False,0.028169014084507043,False,False,False,False,False,True,False,False,False,0.12089552238805969,0.0073101777059773835,False,True,True,False,False,False,False,True,False,True,False,False
False,False,False,0.16901408450704225,True,False,False,False,False,False,False,False,False,0.013930348258706454,0.02607892914839603,False,False,False,True,False,False,False,True,False,False,False,True
False,True,False,0.5492957746478874,True,True,False,True,False,False,False,False,False,0.38159203980099504,0.2723632587122086,False,False,True,False,False,False,True,False,False,True,False,False
False,True,True,0.5915492957746479,True,True,True,False,False,True,False,True,True,0.5338308457711444,0.36401453957996766,False,True,False,True,False,False,True,False,False,True,False,False
False,True,False,0.07042253521126761,True,False,False,True,True,False,False,True,True,0.7238805970149254,0.0591045465035772,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.9577464788732394,True,False,False,False,False,False,False,False,False,0.014925373134328358,0.15654281098546044,False,False,False,False,True,True,False,False,False,False,False,True
False,True,True,1.0,True,True,True,True,True,False,True,True,False,0.9099502487562189,0.935898915301177,False,False,False,False,True,False,True,False,False,False,True,False
False,True,True,0.8169014084507042,True,False,False,False,False,False,False,False,False,0.010447761194029858,0.13546042003231018,False,True,False,False,True,False,True,False,False,False,False,True
False,True,False,0.2676056338028169,True,False,True,True,False,True,True,False,True,0.7791044776119402,0.21726863604892685,False,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.323943661971831,True,True,False,False,False,False,False,False,True,0.05820895522388061,0.0656127394414955,False,True,False,False,True,True,False,False,False,False,False,True
False,False,False,0.8169014084507042,True,True,False,True,True,True,True,True,True,0.9263681592039801,0.7501673205631202,False,True,True,False,False,False,False,True,False,False,True,False
False,True,True,1.0,True,True,False,True,True,True,True,True,True,0.9353233830845771,0.9257846757442879,False,True,False,False,True,True,False,False,False,False,True,False
False,False,True,0.0,True,False,False,False,False,False,False,False,False,0.024875621890547265,0.00022501730902377097,False,True,True,False,False,False,False,False,True,False,False,True
False,True,False,0.36619718309859156,True,False,True,False,False,True,True,True,True,0.8323383084577115,0.3072178629125317,False,False,False,True,False,False,True,False,False,False,True,False
False,False,False,0.18309859154929578,True,False,False,True,False,True,False,False,True,0.6149253731343284,0.1261827832910224,False,False,True,False,False,False,True,False,False,False,True,False
False,True,True,0.9859154929577465,True,True,True,False,True,False,True,True,False,0.8686567164179104,0.8523771059312255,False,True,False,False,True,False,False,True,False,False,True,False
False,False,True,0.16901408450704225,True,False,False,False,False,False,True,False,True,0.5975124378109452,0.11714170320793908,False,True,True,False,False,False,True,False,False,False,True,False
False,False,False,0.6056338028169014,True,False,False,False,False,False,False,False,False,0.5034825870646765,0.33927417493653356,False,True,True,False,False,False,True,False,False,False,True,False
False,False,False,0.4507042253521127,True,False,False,True,False,True,False,False,True,0.6139303482587065,0.30764481883221784,False,False,False,True,False,True,False,False,False,False,True,False
False,True,True,1.0,False,False,True,True,True,True,False,True,True,0.37014925373134333,0.48008308331410104,False,True,False,False,True,False,True,False,False,True,False,False
False,False,False,0.0,True,False,False,False,False,False,False,True,False,0.6134328358208956,0.0070505423494114944,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.2535211267605634,True,False,True,False,True,True,True,True,True,0.8791044776119402,0.2210535425801985,True,False,True,False,False,False,False,True,False,False,True,False
False,True,False,0.8873239436619719,True,False,False,True,True,True,True,True,True,0.8378109452736319,0.765670436187399,False,True,False,True,False,False,True,False,False,False,True,False
False,False,False,0.014084507042253521,True,False,False,False,False,False,False,False,True,0.27611940298507465,0.007581352411723979,True,True,True,False,False,False,True,False,False,True,False,False
False,False,False,0.0,False,False,False,False,False,False,False,False,False,0.06965174129353234,0.0007442880221555504,False,False,True,False,False,False,False,True,False,True,False,False
False,False,True,0.8450704225352113,True,False,False,False,False,False,False,False,False,0.014925373134328358,0.12755596584352644,False,True,False,False,True,False,False,False,True,False,False,True
False,True,True,0.39436619718309857,True,False,False,False,False,False,False,False,False,0.017412935323383085,0.06014885760443111,False,False,False,True,False,False,False,True,False,False,False,True
True,True,False,0.30985915492957744,True,True,False,False,False,False,False,True,False,0.682089552238806,0.22583083314101085,False,True,True,False,False,False,False,True,False,False,True,False
False,True,False,0.7887323943661971,False,False,True,True,True,False,True,True,True,0.40298507462686567,0.39448996076621273,False,False,True,False,False,True,False,False,False,True,False,False
False,True,True,1.0,False,False,True,True,True,True,False,False,False,0.26865671641791045,0.36014308792984073,False,True,False,False,True,False,True,False,False,True,False,False
False,True,False,0.9154929577464789,False,False,True,True,True,True,True,False,True,0.38159203980099504,0.4350796215093468,False,True,False,False,True,True,False,False,False,True,False,False
False,True,True,0.9014084507042254,True,True,False,True,True,True,True,True,True,0.6562189054726368,0.6122432494807293,False,True,False,False,True,True,False,False,False,True,False,False
False,False,False,0.09859154929577464,True,False,False,False,False,False,True,False,True,0.6144278606965174,0.06990537733671821,False,False,True,False,False,True,False,False,False,False,True,False
False,False,False,0.04225352112676056,True,False,False,False,False,False,False,False,True,0.5164179104477612,0.028796445880452343,True,False,True,False,False,False,False,True,False,False,True,False
False,True,False,0.9859154929577465,True,True,False,False,False,False,False,False,False,0.06467661691542288,0.2097969074544196,False,False,False,False,True,True,False,False,False,False,False,True
False,True,True,0.0,True,False,False,False,False,False,False,False,True,0.019402985074626858,0.00016155088852988676,False,True,False,True,False,False,False,True,False,False,False,True
False,True,False,0.04225352112676056,True,False,False,False,False,True,False,False,False,0.3164179104477612,0.018526425109623816,True,True,True,False,False,False,False,False,True,True,False,False
False,False,False,0.15492957746478872,True,False,False,False,False,False,False,False,True,0.01094527363184081,0.0231421647819063,False,False,False,True,False,True,False,False,False,False,False,True
False,False,False,0.323943661971831,False,False,True,False,False,False,True,True,True,0.3218905472636816,0.1465439649203785,False,True,False,True,False,False,False,False,True,True,False,False
False,True,True,0.4225352112676056,True,False,True,False,True,True,True,True,True,0.6258706467661692,0.2915935841218555,False,False,False,True,False,False,False,False,True,True,False,False
False,True,False,0.0,True,False,False,False,False,False,True,False,False,0.36766169154228856,0.0042003231017770605,True,False,True,False,False,False,False,False,True,True,False,False
False,False,False,0.4084507042253521,True,True,False,False,False,True,False,True,True,0.7129353233830846,0.31206438956842836,False,True,True,False,False,False,True,False,False,False,True,False
False,True,True,0.647887323943662,True,True,True,True,False,True,True,True,True,0.6671641791044776,0.47178052157858297,False,False,False,False,True,False,True,False,False,True,False,False
False,False,False,0.7464788732394366,True,True,True,True,False,True,True,True,True,0.8930348258706468,0.6625721209323794,False,True,False,False,True,False,True,False,False,False,True,False
False,False,False,0.6901408450704225,True,False,True,True,False,True,False,True,True,0.7487562189054726,0.5456612047080545,False,True,True,False,False,False,True,False,False,False,True,False
False,False,False,0.0,True,False,True,False,False,False,False,True,True,0.6601990049751243,0.007592891760904685,True,True,True,False,False,False,False,False,True,False,True,False
